sample_id,brand,material_type,image_url,split
MS-0198,尊悦,灯箱,https://static.51dh.com.cn/meisu/9f/59/7accf52cfc7ecec4273094496dba03b4c1a4.jpg,test
MS-0199,尊悦,灯箱,https://static.51dh.com.cn/meisu/f1/66/7175f230c3a9a72700fbd35923713163aae4.jpg,train
MS-0200,尊悦,灯箱,https://static.51dh.com.cn/meisu/79/00/e71f821e45fcfd5ebb45074b71b080347469.jpg,test
MS-0201,尊悦,灯箱,https://static.51dh.com.cn/meisu/32/84/2933c7b693de0590aeda43149e267e991d8c.jpg,train
MS-0202,尊悦,灯箱,https://static.51dh.com.cn/meisu/92/cc/0b347602fe7b31d1286207181b8ea434246e.jpg,train
MS-0203,尊悦,灯箱,https://static.51dh.com.cn/meisu/b2/ca/fd37a5e5c0847f3a78127142821a29acf876.jpg,train
MS-0204,尊悦,灯箱,https://static.51dh.com.cn/meisu/a7/cf/5dd1da42d30147633d889e40969e499c2253.jpg,train
MS-0205,尊悦,灯箱,https://static.51dh.com.cn/meisu/6a/d9/8065b434caacc81f33f65b54cd61d444ce24.jpg,train
MS-0206,尊悦,灯箱,https://static.51dh.com.cn/meisu/f8/8e/9a3c9b12a9aed1141b25705e9bde43498a25.jpg,train
MS-0207,尊悦,灯箱,https://static.51dh.com.cn/meisu/3f/bb/98b6b5543fde99ee36d54e3400f23ec3271a.jpg,train
MS-0208,尊悦,灯箱,https://static.51dh.com.cn/meisu/4d/32/be04de1f48a5394f1cb6ebc3da106066b154.jpg,train
MS-0209,尊悦,灯箱,https://static.51dh.com.cn/meisu/e3/e0/c060f39553dd2d0114eee8e402335c38e12f.jpg,train
MS-0210,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/97/92/7408194db3f9c0c35549c08eea20b52e8ed4.jpg,test
MS-0211,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/b4/99/8063719aac34feb89ef1d95a95a888b9628b.jpg,train
MS-0212,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/0b/54/628bce301aa869de86f3477c35501cea7cf6.jpg,train
MS-0213,尊悦,吊旗,https://static.51dh.com.cn/meisu/a7/45/bb77156395cab711a4e7143ac87c3543de17.jpg,test
MS-0214,尊悦,吊旗,https://static.51dh.com.cn/meisu/42/a6/bf311aae4c3c69eab32417b9ceacf7bf0d8b.jpg,train
MS-0215,尊悦,吊旗,https://static.51dh.com.cn/meisu/25/88/bca128a9d6139d198ddacb64eb7de099cc77.jpg,train
MS-0216,尊悦,吊旗,https://static.51dh.com.cn/meisu/26/cf/257509c14b1c8cbf9dc6e32d494e8fe3296f.jpg,train
MS-0217,尊悦,吊旗,https://static.51dh.com.cn/meisu/d6/2e/23bf163881d726ce5c3dfb32e54ac5d858b2.jpg,train
MS-0218,尊悦,吊旗,https://static.51dh.com.cn/meisu/f2/8e/94bebcc5809bd5c5a6a884bda735c81b4fbc.jpg,train
MS-0219,尊悦,吊旗,https://static.51dh.com.cn/meisu/be/e2/a712cc5eecad6f53192767cca1046590672f.jpg,train
MS-0220,尊悦,吊旗,https://static.51dh.com.cn/meisu/c7/0f/280248e296a1e26cdbf5d11d39ff8bd2a7db.jpg,train
